"surface","key","english_source","current_translation","suggested_translation","placeholders","notes"
"help-centre","entries.about-8nout.links[0].label","How do I get 8nOut?","","","",""
"help-centre","entries.about-8nout.links[1].label","Why do I have to connect first?","","","",""
"help-centre","entries.getting-8nout.question","How do I get 8nOut?","Hvordan får jeg tak i 8nOut?","","",""
"help-centre","entries.getting-8nout.summary","On iPhone and iPad, 8nOut is in beta through TestFlight. On Android and on a computer, use the web app at 8nout.com.","På iPhone og iPad er 8nOut i betaversjon via TestFlight. På Android og på PC bruker du nettappen på 8nout.com.","","",""
"help-centre","entries.getting-8nout.body[0]","8nOut is still in beta, so there are two ways in.","8nOut er fortsatt i betaversjon, så det finnes to måter å komme i gang på.","","",""
"help-centre","entries.getting-8nout.body[1]","On iPhone or iPad: go to 8nout.com and use the TestFlight button. TestFlight is Apple's own app for trying apps that are still being tested — you install TestFlight first, then 8nOut through it.","På iPhone eller iPad: gå til 8nout.com og bruk TestFlight-knappen. TestFlight er Apples egen app for å prøve apper som fortsatt testes — du installerer TestFlight først, og deretter 8nOut gjennom den.","","",""
"help-centre","entries.getting-8nout.body[2]","On Android, or on a computer: open 8nout.com and go to the web app. It does the same things. On a phone you can add it to your home screen, so it opens like any other app.","På Android, eller på PC: åpne 8nout.com og gå til nettappen. Den gjør det samme. På en telefon kan du legge den til startskjermen, slik at den åpnes som en hvilken som helst annen app.","","",""
"help-centre","entries.getting-8nout.body[3]","Either way you sign in with Apple or with Google, and there is nothing to pay.","Uansett logger du inn med Apple eller Google, og det er ingenting å betale.","","",""
"help-centre","entries.getting-8nout.body[4]","After you sign in, 8nOut asks three short questions so other players can find you. You can answer them then, or leave them for later.","Etter innlogging stiller 8nOut tre korte spørsmål, slik at andre spillere kan finne deg. Du kan svare på dem da, eller la dem stå til senere.","","",""
"help-centre","entries.getting-8nout.keywords[0]","download","laste ned","","",""
"help-centre","entries.getting-8nout.keywords[1]","install","installere","","",""
"help-centre","entries.getting-8nout.keywords[2]","testflight","testflight","","",""
"help-centre","entries.getting-8nout.keywords[3]","beta","beta","","",""
"help-centre","entries.getting-8nout.keywords[4]","android","android","","",""
"help-centre","entries.getting-8nout.keywords[5]","web app","nettapp","","",""
"help-centre","entries.getting-8nout.keywords[6]","sign in","logge inn","","",""
"help-centre","entries.getting-8nout.links[0].label","Is 8nOut free?","","","",""
"help-centre","entries.getting-8nout.links[1].label","The three questions when you start","","","",""
"help-centre","entries.cost.question","Is 8nOut free?","Er 8nOut gratis?","","",""
"help-centre","entries.cost.summary","Yes. Nothing to pay, and nothing to buy inside it.","Ja. Ingenting å betale, og ingenting å kjøpe i appen.","","",""
"help-centre","entries.cost.body[0]","Yes. 8nOut is free to use, and there is nothing to buy inside it.","Ja. 8nOut er gratis å bruke, og det er ingenting å kjøpe i appen.","","",""
"help-centre","entries.cost.body[1]","It is a small community project. One player runs it, for the European One Pocket community.","Det er et lite fellesskapsprosjekt. Én spiller driver det, for det europeiske One Pocket-miljøet.","","",""
"help-centre","entries.cost.body[2]","What happens with your details is set out in the Privacy Policy. We link that document rather than summarise it here, because a summary drifts from the thing it summarises and then two versions of the same promise exist.","Hva som skjer med opplysningene dine, står i personvernerklæringen. Vi lenker til det dokumentet i stedet for å oppsummere det her, fordi en oppsummering med tiden sklir bort fra det den oppsummerer, og da finnes det to versjoner av det samme løftet.","","",""
"help-centre","entries.cost.keywords[0]","free","gratis","","",""
"help-centre","entries.cost.keywords[1]","cost","kostnad","","",""
"help-centre","entries.cost.keywords[2]","price","pris","","",""
"help-centre","entries.cost.keywords[3]","pay","betale","","",""
"help-centre","entries.cost.keywords[4]","subscription","abonnement","","",""
"help-centre","entries.cost.links[0].label","Where the Terms and Privacy Policy are","","","",""
"help-centre","entries.skill-level.question","Do I need to be good at One Pocket?","Må jeg være god i One Pocket?","","",""
"help-centre","entries.skill-level.summary","No. It has a reputation as a connoisseur's game, but you only learn it by playing it — and most players here would rather teach than not play.","Nei. Det har rykte på seg som et spill for kjennere, men du lærer det bare ved å spille det — og de fleste spillerne her vil heller lære deg opp enn å ikke spille.","","",""
"help-centre","entries.skill-level.body[0]","No. One Pocket has a reputation as a game for experts, and it puts people off before they have played a single rack. It should not.","Nei. One Pocket har rykte på seg som et spill for eksperter, og det skremmer folk vekk før de har spilt et eneste rack. Slik burde det ikke være.","","",""
"help-centre","entries.skill-level.body[1]","Almost everything that makes the game good — the patience, the safety battles, reading the table two shots ahead — you learn by playing someone better than you and losing a few. Every strong One Pocket player in Europe went through exactly that. There is no other route in.","Nesten alt som gjør spillet bra — tålmodigheten, safety-duellene, det å lese bordet to slag fram i tid — lærer du ved å spille mot noen bedre enn deg og tape noen ganger. Alle sterke One Pocket-spillere i Europa har gått gjennom akkurat det. Det finnes ingen annen vei inn.","","",""
"help-centre","entries.skill-level.body[2]","If you are new to it, say so in your bio. It tends to make players more likely to invite you, not less. An evening spent showing someone the game is a good evening.","Er du ny, så si det i bioen din. Det gjør som regel at spillere inviterer deg oftere, ikke sjeldnere. En kveld der du viser noen spillet, er en god kveld.","","",""
"help-centre","entries.skill-level.body[3]","There is a Fargo Rating on your profile and it is optional. Leave it empty if you do not have one, or would rather not show it. It is self-reported.","Det finnes en Fargo Rating på profilen din, og den er valgfri. La den stå tom hvis du ikke har en, eller heller ikke vil vise den. Den er selvrapportert.","","",""
"help-centre","entries.skill-level.body[4]","One Pocket is a small world in Europe. Most people here would far rather play a keen beginner than nobody at all.","One Pocket er en liten verden i Europa. De fleste her vil mye heller spille mot en ivrig nybegynner enn mot ingen i det hele tatt.","","",""
"help-centre","entries.skill-level.keywords[0]","beginner","nybegynner","","",""
"help-centre","entries.skill-level.keywords[1]","new","ny","","",""
"help-centre","entries.skill-level.keywords[2]","skill","nivå","","",""
"help-centre","entries.skill-level.keywords[3]","fargo","fargo","","",""
"help-centre","entries.skill-level.keywords[4]","rating","rating","","",""
"help-centre","entries.skill-level.keywords[5]","learn","lære","","",""
"help-centre","entries.skill-level.links[0].label","Why do I have to connect first?","","","",""
"help-centre","entries.skill-level.links[1].label","How do I get on the map?","","","",""
"help-centre","entries.setup-questions.question","What are the three questions when I start?","Hva er de tre spørsmålene når jeg starter?","","",""
"help-centre","entries.setup-questions.summary","Your name, your country and town, and a club. Each one is about being findable — and you can leave at any point.","Navnet ditt, land og by, og en klubb. Alle handler om å være mulig å finne — og du kan slutte når som helst.","","",""
"help-centre","entries.setup-questions.body[0]","The first time you open 8nOut it asks three short questions. They take about a minute, and you can leave at any point.","Første gang du åpner 8nOut, stiller appen tre korte spørsmål. De tar omtrent ett minutt, og du kan slutte når som helst.","","",""
"help-centre","entries.setup-questions.body[1]","The first is the name you play under. This is the name on your row in a club's list, and the name other players search by. One word is fine — plenty of players here go by a handle.","Det første er navnet du spiller under. Dette er navnet på raden din i en klubbs liste, og navnet andre spillere søker på. Ett ord holder — mange spillere her bruker et kallenavn.","","",""
"help-centre","entries.setup-questions.body[2]","The second is your country and town. Players filter the map by country and town, so without yours you are hard to find.","Det andre er land og by. Spillere filtrerer kartet på land og by, så uten dine opplysninger er du vanskelig å finne.","","",""
"help-centre","entries.setup-questions.body[3]","The third is a club. Your name goes on that club's list — the same list you see when you open a club on the map. If your club is not on 8nOut yet, you can add it and we will check it.","Det tredje er en klubb. Navnet ditt havner på listen til den klubben — samme liste som du ser når du åpner en klubb på kartet. Er ikke klubben din på 8nOut ennå, kan du legge den til, så sjekker vi den.","","",""
"help-centre","entries.setup-questions.body[4]","After the three questions comes one optional extra: linking your CueScore profile. You can pass on it.","Etter de tre spørsmålene kommer én valgfri ekstra ting: å koble til CueScore-profilen din. Du kan hoppe over den.","","",""
"help-centre","entries.setup-questions.body[5]","Every screen has a way out, labelled Finish later, including the first one. No part of 8nOut is locked behind these questions. The map, connecting, your record and everything else work the same whether you answer them or not.","Hvert skjermbilde har en vei ut, merket Fullfør senere, også det første. Ingen del av 8nOut er stengt bak disse spørsmålene. Kartet, det å koble seg til, resultatene dine og alt annet fungerer likt enten du svarer på dem eller ikke.","","",""
"help-centre","entries.setup-questions.body[6]","What does change is how easy you are to find. Without a name, nobody can tell who you are in a club's list or in search. Without a club, you are not on any club's list, so nobody finds you when they open a club on the map. You can fill either one in whenever you like.","Det som endrer seg, er hvor lett du er å finne. Uten navn kan ingen se hvem du er i en klubbs liste eller i søk. Uten klubb står du på ingen klubbliste, så ingen finner deg når de åpner en klubb på kartet. Du kan fylle inn begge deler når det passer deg.","","",""
"help-centre","entries.setup-questions.keywords[0]","setup","oppsett","","",""
"help-centre","entries.setup-questions.keywords[1]","questions","spørsmål","","",""
"help-centre","entries.setup-questions.keywords[2]","onboarding","onboarding","","",""
"help-centre","entries.setup-questions.keywords[3]","name","navn","","",""
"help-centre","entries.setup-questions.keywords[4]","town","by","","",""
"help-centre","entries.setup-questions.keywords[5]","club","klubb","","",""
"help-centre","entries.setup-questions.keywords[6]","start","start","","",""
"help-centre","entries.setup-questions.keywords[7]","finish later","fullfør senere","","",""
"help-centre","entries.setup-questions.links[0].label","Can I finish setting up later?","","","",""
"help-centre","entries.setup-questions.links[1].label","How do I get on the map?","","","",""
"help-centre","entries.finishing-setup-later.question","Can I finish setting up later?","Kan jeg fullføre oppsettet senere?","","",""
"help-centre","entries.finishing-setup-later.summary","Yes. Every screen has Finish later, a card on your Profile brings it back, and dismissing that card three times stops it for good.","Ja. Hvert skjermbilde har Fullfør senere, et kort på Profilen din henter det tilbake, og lukker du det kortet tre ganger, stopper det for godt.","","",""
"help-centre","entries.finishing-setup-later.body[0]","Yes. Every screen has a way out, labelled Finish later, and taking it costs you nothing you cannot pick up again.","Ja. Hvert skjermbilde har en vei ut, merket Fullfør senere, og å bruke den koster deg ingenting du ikke kan ta opp igjen senere.","","",""
"help-centre","entries.finishing-setup-later.body[1]","If you leave partway, a card appears on your Profile showing what is still open, with a button back to where you stopped. You can use it whenever you feel like it.","Slutter du underveis, dukker det opp et kort på Profilen din som viser hva som fortsatt står åpent, med en knapp tilbake til der du sluttet. Du kan bruke det når det passer deg.","","",""
"help-centre","entries.finishing-setup-later.body[2]","If you would rather not be asked now, dismiss the card and it goes quiet for a week. Dismiss it a second time and it goes quiet for two weeks, a third time for a month — and after that third time the card does not come back at all.","Vil du heller ikke bli spurt nå, lukker du kortet, og det holder seg stille i en uke. Lukker du det en gang til, holder det seg stille i to uker, en tredje gang i en måned — og etter den tredje gangen kommer kortet ikke tilbake i det hele tatt.","","",""
"help-centre","entries.finishing-setup-later.body[3]","What is left after that is one quiet line on your Profile with a Finish link. It never interrupts you again, and it is there if you change your mind.","Det som blir igjen etterpå, er én stille linje på Profilen din med en Fullfør-lenke. Den avbryter deg aldri igjen, og den er der hvis du skifter mening.","","",""
"help-centre","entries.finishing-setup-later.body[4]","Dismissing is remembered by 8nOut rather than by the device, so quieting the card on your phone also quiets it in the web app.","8nOut husker lukkingen selv, ikke enheten, så gjør du kortet stille på telefonen, blir det stille i nettappen også.","","",""
"help-centre","entries.finishing-setup-later.body[5]","None of this changes what you can do in 8nOut. The questions make you easier to find; they do not stand between you and anything.","Ingenting av dette endrer hva du kan gjøre i 8nOut. Spørsmålene gjør deg lettere å finne; de står ikke i veien for noe.","","",""
"help-centre","entries.finishing-setup-later.keywords[0]","later","senere","","",""
"help-centre","entries.finishing-setup-later.keywords[1]","skip","hoppe over","","",""
"help-centre","entries.finishing-setup-later.keywords[2]","finish later","fullfør senere","","",""
"help-centre","entries.finishing-setup-later.keywords[3]","banner","banner","","",""
"help-centre","entries.finishing-setup-later.keywords[4]","dismiss","lukke","","",""
"help-centre","entries.finishing-setup-later.keywords[5]","reminder","påminnelse","","",""
"help-centre","entries.finishing-setup-later.keywords[6]","profile","profil","","",""
"help-centre","entries.finishing-setup-later.links[0].label","What the three questions are","","","",""
"help-centre","entries.finishing-setup-later.links[1].label","My club is not on the map","","","",""
"help-centre","entries.club-not-added.question","My club is not on the map. What now?","Klubben min er ikke på kartet. Hva nå?","","",""
"help-centre","entries.club-not-added.summary","Three different things can be going on — the club is waiting to be looked at, it was not added, or you have not picked one yet. Each has its own next step.","Tre ulike ting kan være tilfellet — klubben venter på å bli sjekket, den ble ikke lagt til, eller du har ikke valgt en ennå. Hver situasjon har sitt eget neste steg.","","",""
"help-centre","entries.club-not-added.body[0]","Clubs are added by the community, so yours may not be on 8nOut yet. There are three situations, and your Clubs list on your profile tells you which one you are in.","Klubber legges til av fellesskapet, så din er kanskje ikke på 8nOut ennå. Det finnes tre situasjoner, og Klubber-listen på profilen din viser hvilken du er i.","","",""
"help-centre","entries.club-not-added.body[1]","It is waiting to be looked at. You submitted a new venue and it is marked pending review. It is on your clubs already. Once it is approved, the club goes on the map and your name is on its list. Until then, you are not on any club's list. You can check on it any time under Clubs on your profile.","Den venter på å bli sjekket. Du har sendt inn et nytt spillested, og det er merket som venter på godkjenning. Den står allerede blant klubbene dine. Når den godkjennes, kommer klubben på kartet og navnet ditt på listen. Fram til da står du på ingen klubbliste. Du kan sjekke status når som helst under Klubber på profilen din.","","",""
"help-centre","entries.club-not-added.body[2]","It was not added. Not every venue makes it onto the map. It is still on your profile, but you are not on any club's list. Pick a club that is already on the map and you are on its list straight away.","Den ble ikke lagt til. Ikke alle spillesteder havner på kartet. Den blir stående på profilen din, men du står på ingen klubbliste. Velg en klubb som allerede er på kartet, så står du på den listen med en gang.","","",""
"help-centre","entries.club-not-added.body[3]","You have not picked one yet. Open Clubs on your profile and search for the club you play at. If it is there, choose it and you are on its list. If it is not there, you can submit it.","Du har ikke valgt en ennå. Åpne Klubber på profilen din og søk etter klubben du spiller på. Finnes den der, velg den, så står du på listen. Finnes den ikke, kan du sende den inn.","","",""
"help-centre","entries.club-not-added.body[4]","One thing worth knowing either way: the map is for public pool venues — a club, a hall, a bar with a table. A home or a private address is not added to it.","Én ting verdt å vite uansett: kartet er for offentlige poolsteder — en klubb, en hall, en bar med bord. Et hjem eller en privat adresse legges ikke til der.","","",""
"help-centre","entries.club-not-added.body[5]","Whichever of the three you are in, nothing else about your account changes, and everything else in 8nOut carries on working.","Uansett hvilken av de tre situasjonene du er i, endres ingenting annet ved kontoen din, og alt annet i 8nOut fortsetter å fungere.","","",""
"help-centre","entries.club-not-added.keywords[0]","club","klubb","","",""
"help-centre","entries.club-not-added.keywords[1]","missing","mangler","","",""
"help-centre","entries.club-not-added.keywords[2]","not on the map","ikke på kartet","","",""
"help-centre","entries.club-not-added.keywords[3]","pending","venter","","",""
"help-centre","entries.club-not-added.keywords[4]","review","godkjenning","","",""
"help-centre","entries.club-not-added.keywords[5]","not approved","ikke godkjent","","",""
"help-centre","entries.club-not-added.keywords[6]","venue","spillested","","",""
"help-centre","entries.club-not-added.links[0].label","How do I add a club to the map?","","","",""
"help-centre","entries.club-not-added.links[1].label","How do I get on the map?","","","",""
"help-centre","entries.ready-to-play.question","What does Ready to play mean?","Hva betyr Klar til spill?","","",""
"help-centre","entries.ready-to-play.summary","A switch on your profile, called Open to play. Turn it on and your row on a club's list reads Ready to play.","En bryter på profilen din, kalt Åpen for spill. Slår du den på, viser raden din i en klubbs liste Klar til spill.","","",""
"help-centre","entries.ready-to-play.body[0]","Open to play is a switch on your profile. It is the one thing on 8nOut that says you are up for a game at the moment, rather than in general.","Åpen for spill er en bryter på profilen din. Det er det eneste på 8nOut som viser at du er klar for et parti akkurat nå, i stedet for generelt.","","",""
"help-centre","entries.ready-to-play.body[1]","Turn it on and your row on your club's list reads Ready to play. So does your public profile, which anyone with the link can open, signed in or not. You are on the list either way.","Slår du den på, viser raden din i klubbens liste Klar til spill. Det samme gjør den offentlige profilen din, som hvem som helst med lenken kan åpne, innlogget eller ikke. Du står på listen uansett.","","",""
"help-centre","entries.ready-to-play.body[2]","If your club is still waiting to be looked at, there is no club list carrying your row yet. In that case your name carries Ready to play in player search and on your public profile.","Venter klubben din fortsatt på å bli sjekket, finnes det ingen klubbliste med raden din ennå. I så fall får navnet ditt Klar til spill i spillersøk og på den offentlige profilen din.","","",""
"help-centre","entries.ready-to-play.body[3]","Turn it off and nothing else changes. You are on the list either way — the switch only says whether you are up for a game right now.","Slår du den av, endres ingenting annet. Du står på listen uansett — bryteren viser bare om du er klar for et parti akkurat nå.","","",""
"help-centre","entries.ready-to-play.body[4]","It is a switch, not a promise. Turn it on before a weekend and off again on Monday. Nobody is told either way.","Det er en bryter, ikke et løfte. Slå den på før en helg og av igjen på mandag. Ingen får beskjed, uansett hvilken vei.","","",""
"help-centre","entries.ready-to-play.keywords[0]","ready to play","klar til spill","","",""
"help-centre","entries.ready-to-play.keywords[1]","open to play","åpen for spill","","",""
"help-centre","entries.ready-to-play.keywords[2]","available","tilgjengelig","","",""
"help-centre","entries.ready-to-play.keywords[3]","switch","bryter","","",""
"help-centre","entries.ready-to-play.keywords[4]","toggle","av/på","","",""
"help-centre","entries.ready-to-play.keywords[5]","up for a game","klar for et parti","","",""
"help-centre","entries.ready-to-play.links[0].label","How do I get on the map?","","","",""
"help-centre","entries.ready-to-play.links[1].label","Why do I have to connect first?","","","",""
"help-centre","entries.getting-on-the-map.question","How do I get on the map?","Hvordan kommer jeg på kartet?","","",""
"help-centre","entries.getting-on-the-map.summary","You do not get a pin of your own. Add the club you play at, and your name is on that club's list — which is what other players open.","Du får ikke en egen nål. Legg til klubben du spiller på, så kommer navnet ditt på den klubbens liste — det er den andre spillere åpner.","","",""
"help-centre","entries.getting-on-the-map.body[0]","The pins on the map are clubs. You do not get a pin of your own, and you do not need one.","Nålene på kartet er klubber. Du får ikke en egen nål, og du trenger heller ikke en.","","",""
"help-centre","entries.getting-on-the-map.body[1]","Add the club you play at, and your name goes on that club's list — the same list you see when you open a club on the map. That is how other players find you: they look at the clubs near them and see who plays there.","Legg til klubben du spiller på, så havner navnet ditt på den klubbens liste — samme liste som du ser når du åpner en klubb på kartet. Slik finner andre spillere deg: de ser på klubbene i nærheten og hvem som spiller der.","","",""
"help-centre","entries.getting-on-the-map.body[2]","You can add up to three clubs, so if you play in more than one place, add them all.","Du kan legge til opptil tre klubber, så spiller du flere steder, legg til dem alle.","","",""
"help-centre","entries.getting-on-the-map.body[3]","If your club is not on 8nOut yet, you can submit it. It goes on the map once it has been approved, and until then you are on no club's list.","Er ikke klubben din på 8nOut ennå, kan du sende den inn. Den kommer på kartet når den er godkjent, og fram til da står du på ingen klubbliste.","","",""
"help-centre","entries.getting-on-the-map.body[4]","The other thing worth filling in is your country and town. Players filter the map by country and town, so without yours you are hard to find.","Det andre som er verdt å fylle ut, er land og by. Spillere filtrerer kartet på land og by, så uten dine opplysninger er du vanskelig å finne.","","",""
"help-centre","entries.getting-on-the-map.keywords[0]","map","kart","","",""
"help-centre","entries.getting-on-the-map.keywords[1]","pin","nål","","",""
"help-centre","entries.getting-on-the-map.keywords[2]","visible","synlig","","",""
"help-centre","entries.getting-on-the-map.keywords[3]","findable","søkbar","","",""
"help-centre","entries.getting-on-the-map.keywords[4]","club list","klubbliste","","",""
"help-centre","entries.getting-on-the-map.keywords[5]","roster","spillerliste","","",""
"help-centre","entries.getting-on-the-map.keywords[6]","town","by","","",""
"help-centre","entries.getting-on-the-map.links[0].label","How do I add a club to the map?","","","",""
"help-centre","entries.getting-on-the-map.links[1].label","My club is not on the map","","","",""
"help-centre","entries.getting-on-the-map.links[2].label","How do I filter the map?","","","",""
"help-centre","entries.filtering-the-map.question","How do I filter the map?","Hvordan filtrerer jeg kartet?","","",""
"help-centre","entries.filtering-the-map.summary","Narrow it by open to play, country and city. The filters stack, and clearing them brings everything back.","Snevre det inn med åpen for spill, land og by. Filtrene kombineres, og å nullstille dem bringer alt tilbake.","","",""
"help-centre","entries.filtering-the-map.body[0]","The map gets busy, so you can narrow it down.","Kartet blir fort travelt, så du kan snevre det inn.","","",""
"help-centre","entries.filtering-the-map.body[1]","In the iPhone app, tap the filter button at the top right of the Map tab. You get three things: an Open to play only switch, a country and a city.","Trykk på filterknappen øverst til høyre i Kart-fanen i iPhone-appen. Du får tre ting: en bryter Kun åpen for spill, et land og en by.","","",""
"help-centre","entries.filtering-the-map.body[2]","In the web app the same three sit on the map itself, as controls you tap or choose from.","I nettappen sitter de samme tre direkte på kartet, som kontroller du trykker på eller velger fra.","","",""
"help-centre","entries.filtering-the-map.body[3]","The filters stack. Pick a country and then a city and the map narrows further and zooms to fit what is left. Clear them and everything comes back.","Filtrene kombineres. Velg et land og deretter en by, så snevres kartet ytterligere inn og zoomer til det som er igjen. Nullstill dem, og alt kommer tilbake.","","",""
"help-centre","entries.filtering-the-map.keywords[0]","filter","filter","","",""
"help-centre","entries.filtering-the-map.keywords[1]","search","søk","","",""
"help-centre","entries.filtering-the-map.keywords[2]","country","land","","",""
"help-centre","entries.filtering-the-map.keywords[3]","city","by","","",""
"help-centre","entries.filtering-the-map.keywords[4]","narrow","innsnevre","","",""
"help-centre","entries.filtering-the-map.keywords[5]","map","kart","","",""
"help-centre","entries.filtering-the-map.links[0].label","How do I get on the map?","","","",""
"help-centre","entries.adding-a-club.question","How do I add a club to the map?","Hvordan legger jeg til en klubb på kartet?","","",""
"help-centre","entries.adding-a-club.summary","Search for it first. If it is not there, submit it — a person reads every new venue, and it goes on the map once it is approved.","Søk først. Finnes den ikke, send den inn — et menneske leser gjennom hvert nytt spillested, og det kommer på kartet når det er godkjent.","","",""
"help-centre","entries.adding-a-club.body[0]","Clubs get onto the map because players put them there, so if yours is missing you can add it yourself.","Klubber kommer på kartet fordi spillere legger dem til, så mangler din, kan du legge den til selv.","","",""
"help-centre","entries.adding-a-club.body[1]","Go to your profile, open Clubs and choose to add a club. Search first — it may already be on 8nOut under a slightly different name. If it is there, pick it and you are done.","Gå til profilen din, åpne Klubber og velg å legge til en klubb. Søk først — den kan allerede være på 8nOut under et litt annet navn. Finnes den, velg den, så er du ferdig.","","",""
"help-centre","entries.adding-a-club.body[2]","If it is not there, submit it as a new venue. While you type the name, 8nOut shows matching clubs it already has — if yours appears, pick it and you are done.","Finnes den ikke, send den inn som nytt spillested. Mens du skriver navnet, viser 8nOut lignende klubber som allerede finnes — dukker din opp, velg den, så er du ferdig.","","",""
"help-centre","entries.adding-a-club.body[3]","A person reads every new venue before it goes on the map, so give it a little time. In the meantime it sits in your own club list, marked pending review.","Et menneske leser gjennom hvert nytt spillested før det kommer på kartet, så gi det litt tid. I mellomtiden ligger det i din egen klubbliste, merket som venter på godkjenning.","","",""
"help-centre","entries.adding-a-club.body[4]","Once it is approved, the club is on the map and your name is on its list. Until then, you are not on any club's list.","Når den er godkjent, står klubben på kartet og navnet ditt på listen. Fram til da står du på ingen klubbliste.","","",""
"help-centre","entries.adding-a-club.body[5]","One rule: the map is for public pool venues — clubs, halls, bars with a table. Never a home or a private address.","Én regel: kartet er for offentlige poolsteder — klubber, haller, barer med bord. Aldri et hjem eller en privat adresse.","","",""
"help-centre","entries.adding-a-club.keywords[0]","add club","legge til klubb","","",""
"help-centre","entries.adding-a-club.keywords[1]","new venue","nytt spillested","","",""
"help-centre","entries.adding-a-club.keywords[2]","submit","sende inn","","",""
"help-centre","entries.adding-a-club.keywords[3]","missing club","klubb mangler","","",""
"help-centre","entries.adding-a-club.keywords[4]","pool room","poolrom","","",""
"help-centre","entries.adding-a-club.keywords[5]","approval","godkjenning","","",""
"help-centre","entries.adding-a-club.links[0].label","My club is not on the map","","","",""
"help-centre","entries.adding-a-club.links[1].label","How do I get on the map?","","","",""
"help-centre","entries.map-numbers.question","What do the numbers above the map mean?","Hva betyr tallene over kartet?","","",""
"help-centre","entries.map-numbers.summary","Online now is how many members are active across 8nOut right now. Active games is how many live scoreboard games are in progress at the moment.","Online nå viser hvor mange medlemmer som er aktive på hele 8nOut akkurat nå. Aktive partier viser hvor mange live-resultattavler som pågår akkurat nå.","","",""
"help-centre","entries.map-numbers.body[0]","Online now counts members active across the whole of 8nOut right now — not just the ones near you or at your club.","Online nå teller medlemmer som er aktive på hele 8nOut akkurat nå — ikke bare dem i nærheten av deg eller ved klubben din.","","",""
"help-centre","entries.map-numbers.body[1]","Active games counts live scoreboard games in progress right now. It is a live count, not a list, so tapping it does not open anything.","Aktive partier teller live-resultattavler som pågår akkurat nå. Det er et løpende antall, ikke en liste, så å trykke på det åpner ingenting.","","",""
"help-centre","entries.map-numbers.keywords[0]","online now","online nå","","",""
"help-centre","entries.map-numbers.keywords[1]","active games","aktive partier","","",""
"help-centre","entries.map-numbers.keywords[2]","heartbeat","kartstatistikk","","",""
"help-centre","entries.map-numbers.keywords[3]","map stats","live-resultattavle","","",""
"help-centre","entries.map-numbers.keywords[4]","live scoreboard","tall over kartet","","",""
"help-centre","entries.map-numbers.keywords[5]","numbers above the map","","","",""
"help-centre","entries.map-numbers.links[0].label","How do I get on the map?","","","",""
"help-centre","entries.map-numbers.links[1].label","How do I filter the map?","","","",""
"help-centre","entries.how-connecting-works.question","Why do I have to connect before I can contact someone?","Hvorfor må jeg koble meg til før jeg kan kontakte noen?","","",""
"help-centre","entries.how-connecting-works.summary","Because being on the map is not the same as agreeing to be contacted. Connecting is how the other player says yes.","Fordi det å være på kartet ikke er det samme som å samtykke til å bli kontaktet. Å koble seg til er hvordan den andre spilleren sier ja.","","",""
"help-centre","entries.how-connecting-works.body[0]","Because being on the map is not the same as agreeing to be contacted.","Fordi det å være på kartet ikke er det samme som å samtykke til å bli kontaktet.","","",""
"help-centre","entries.how-connecting-works.body[1]","So on 8nOut you find someone, and then you ask. You send a connection request; they accept, or they do not. Contact details are only visible to accepted connections, so until they have accepted there is nothing of theirs to see, and nothing of yours either.","På 8nOut finner du altså noen, og så spør du. Du sender en tilkoblingsforespørsel; personen godtar den, eller ikke. Kontaktinfo er bare synlig for godkjente tilkoblinger, så fram til det er godtatt, er det ingenting av deres å se, og heller ikke ditt.","","",""
"help-centre","entries.how-connecting-works.body[2]","It works in your favour in both directions. If a request does not appeal to you, you decline it and that is the end of it — no message is sent, and the other player cannot reach you.","Det virker til din fordel begge veier. Appellerer ikke en forespørsel til deg, avslår du den, og da er saken avsluttet — ingen melding sendes, og den andre spilleren kan ikke nå deg.","","",""
"help-centre","entries.how-connecting-works.body[3]","This is the part of 8nOut people question most, so it is worth being plain about why. A map of players only works if players are willing to be on it, and knowing that a stranger cannot simply pick up your number is what makes that willingness possible. The small step of asking first is what buys it.","Dette er delen av 8nOut folk stiller flest spørsmål ved, så det er verdt å være tydelig på hvorfor. Et kart over spillere fungerer bare hvis spillere er villige til å stå på det, og å vite at en fremmed ikke bare kan ta nummeret ditt er det som gjør den viljen mulig. Det lille steget med å spørre først er det som kjøper det.","","",""
"help-centre","entries.how-connecting-works.body[4]","And it does not have to be slow. If you are standing next to the person, you do not need a request at all — show your connect code, they scan it, and you are connected on the spot.","Og det trenger ikke gå sakte. Står du rett ved siden av personen, trenger du ingen forespørsel i det hele tatt — vis fram tilkoblingskoden din, de skanner den, og dere er koblet til på stedet.","","",""
"help-centre","entries.how-connecting-works.keywords[0]","connect","koble til","","",""
"help-centre","entries.how-connecting-works.keywords[1]","request","forespørsel","","",""
"help-centre","entries.how-connecting-works.keywords[2]","contact","kontakt","","",""
"help-centre","entries.how-connecting-works.keywords[3]","accept","godta","","",""
"help-centre","entries.how-connecting-works.keywords[4]","decline","avslå","","",""
"help-centre","entries.how-connecting-works.keywords[5]","privacy","personvern","","",""
"help-centre","entries.how-connecting-works.keywords[6]","why","hvorfor","","",""
"help-centre","entries.how-connecting-works.links[0].label","What is my connect code?","","","",""
"help-centre","entries.how-connecting-works.links[1].label","How do I remove a connection?","","","",""
"help-centre","entries.connect-code.question","What is my connect code?","Hva er tilkoblingskoden min?","","",""
